:START_ID,:END_ID,:TYPE
Q905,Q76409,INFLUENCED
Q8704,Q448957,INFLUENCED
Q171128,Q2123845,INFLUENCED
Q184217,Q485825,INFLUENCED
Q4037189,Q2370,INFLUENCED
Q1290,Q314172,INFLUENCED
Q271424,Q433741,INFLUENCED
Q468772,Q28017005,INFLUENCED
Q83814,Q47871,INFLUENCED
Q41576,Q108659734,INFLUENCED
Q78477,Q1066551,INFLUENCED
Q61686297,Q131621322,INFLUENCED
Q160422,Q3326940,INFLUENCED
Q153670,Q187019,INFLUENCED
Q2665475,Q132602537,INFLUENCED
Q5947914,Q7788951,INFLUENCED
Q1646,Q12866470,INFLUENCED
Q340239,Q65497737,INFLUENCED
Q1864529,Q25345930,INFLUENCED
Q3174696,Q30251948,INFLUENCED
Q1026802,Q1105811,INFLUENCED
Q56318705,Q114963738,INFLUENCED
Q4743690,Q4763544,INFLUENCED
Q3058841,Q5816,INFLUENCED
Q75889,Q60070,INFLUENCED
Q748,Q108899942,INFLUENCED
Q1799678,Q3571679,INFLUENCED
Q7322551,Q957748,INFLUENCED
Q717658,Q35830789,INFLUENCED
Q46830,Q43522,INFLUENCED
Q712851,Q47482420,INFLUENCED
Q3885561,Q5749475,INFLUENCED
Q505850,Q281728,INFLUENCED
Q127362,Q105105274,INFLUENCED
Q212587,Q460584,INFLUENCED
Q238584,Q4954705,INFLUENCED
Q8019587,Q13677316,INFLUENCED
Q57240,Q347362,INFLUENCED
Q296804,Q1383645,INFLUENCED
Q483718,Q918511,INFLUENCED
Q60904766,Q116958885,INFLUENCED
Q3438076,Q28935729,INFLUENCED
Q111074,Q674456,INFLUENCED
Q212587,Q5423569,INFLUENCED
Q35802,Q3312923,INFLUENCED
Q53003,Q458696,INFLUENCED
Q5593,Q3530822,INFLUENCED
Q1169219,Q136514496,INFLUENCED
Q93330,Q136408361,INFLUENCED
Q187192,Q118611417,INFLUENCED
Q360485,Q135012169,INFLUENCED
Q42156,Q433741,INFLUENCED
Q981236,Q470732,INFLUENCED
Q219368,Q6695634,INFLUENCED
Q405269,Q64744924,INFLUENCED
Q464879,Q16091885,INFLUENCED
Q365695,Q13052258,INFLUENCED
Q179109,Q47243,INFLUENCED
Q923012,Q105441861,INFLUENCED
Q113951,Q76688,INFLUENCED
Q842414,Q664344,INFLUENCED
Q5921,Q207898,INFLUENCED
Q214990,Q5378413,INFLUENCED
Q727546,Q1858557,INFLUENCED
Q43444,Q210798,INFLUENCED
Q10373279,Q962003,INFLUENCED
Q142701,Q175097,INFLUENCED
Q1126287,Q82545,INFLUENCED
Q9711,Q7264935,INFLUENCED
Q1024000,Q522041,INFLUENCED
Q3084088,Q3367272,INFLUENCED
Q154842,Q140201,INFLUENCED
Q213512,Q311779,INFLUENCED
Q7197,Q543381,INFLUENCED
Q484141,Q2821215,INFLUENCED
Q218311,Q109810786,INFLUENCED
Q233265,Q18910807,INFLUENCED
Q881273,Q116752832,INFLUENCED
Q643778,Q3659974,INFLUENCED
Q235077,Q991563,INFLUENCED
Q1483469,Q117466719,INFLUENCED
Q27189976,Q125759449,INFLUENCED
Q5515803,Q124216268,INFLUENCED
Q16473,Q216221,INFLUENCED
Q331748,Q135012470,INFLUENCED
Q4934184,Q28854834,INFLUENCED
Q5809,Q57557,INFLUENCED
Q243267,Q713144,INFLUENCED
Q7150191,Q135006243,INFLUENCED
Q28054048,Q100500386,INFLUENCED
Q743478,Q15436057,INFLUENCED
Q331856,Q78484,INFLUENCED
Q7168155,Q101598680,INFLUENCED
Q38193,Q116845947,INFLUENCED
Q307193,Q105078440,INFLUENCED
Q539918,Q110245385,INFLUENCED
Q392,Q22343738,INFLUENCED
Q44872,Q1688348,INFLUENCED
Q12718,Q3048,INFLUENCED
Q132874,Q15241057,INFLUENCED
Q154756,Q2886199,INFLUENCED
Q52984298,Q65682142,INFLUENCED
Q211731,Q104886614,INFLUENCED
Q3325902,Q105279583,INFLUENCED
Q193670,Q7340489,INFLUENCED
Q48754425,Q131440753,INFLUENCED
Q1035,Q2135978,INFLUENCED
Q748,Q109069927,INFLUENCED
Q8027,Q4740163,INFLUENCED
Q1569297,Q244739,INFLUENCED
Q5580,Q3302254,INFLUENCED
Q359835,Q116456505,INFLUENCED
Q1169476,Q295232,INFLUENCED
Q3316937,Q118398888,INFLUENCED
Q765542,Q966069,INFLUENCED
Q242023,Q113676752,INFLUENCED
Q157041,Q135211833,INFLUENCED
Q49484,Q332618,INFLUENCED
Q78501,Q7465,INFLUENCED
Q891829,Q125391883,INFLUENCED
Q275970,Q4636,INFLUENCED
Q63390,Q85105,INFLUENCED
Q374229,Q41572664,INFLUENCED
Q1035,Q76762,INFLUENCED
Q123057,Q123807,INFLUENCED
Q236527,Q122823823,INFLUENCED
Q3154105,Q18542392,INFLUENCED
Q11399,Q784090,INFLUENCED
Q8778,Q17994724,INFLUENCED
Q5879,Q12865411,INFLUENCED
Q708631,Q3345868,INFLUENCED
Q714857,Q1428034,INFLUENCED
Q465198,Q730046,INFLUENCED
Q485039,Q1045827,INFLUENCED
Q5977,Q1299,INFLUENCED
Q169906,Q117088381,INFLUENCED
Q7724,Q36661,INFLUENCED
Q17140,Q154454,INFLUENCED
Q962174,Q78688,INFLUENCED
Q2835910,Q109717742,INFLUENCED
Q3704811,Q102198384,INFLUENCED
Q170435,Q110185782,INFLUENCED
Q28865,Q259138,INFLUENCED
Q2306,Q126374592,INFLUENCED
Q42316810,Q42368856,INFLUENCED
Q247949,Q175097,INFLUENCED
Q309983,Q10307917,INFLUENCED
Q432,Q16050852,INFLUENCED
Q125121,Q269462,INFLUENCED
Q3178580,Q558251,INFLUENCED
Q209586,Q318475,INFLUENCED
Q6941969,Q137804,INFLUENCED
Q9377003,Q83533747,INFLUENCED
Q4042031,Q106520170,INFLUENCED
Q77144,Q3577786,INFLUENCED
Q735828,Q1133329,INFLUENCED
Q823885,Q53505397,INFLUENCED
Q203736,Q203871,INFLUENCED
Q1035142,Q83780524,INFLUENCED
Q1428813,Q550602,INFLUENCED
Q118982,Q75941,INFLUENCED
Q43303,Q20831437,INFLUENCED
Q43347,Q732388,INFLUENCED
Q2095970,Q134395746,INFLUENCED
Q1968548,Q551475,INFLUENCED
Q5593,Q7371,INFLUENCED
Q7085,Q6816481,INFLUENCED
Q131285,Q317272,INFLUENCED
Q312944,Q103394128,INFLUENCED
Q79191,Q97120121,INFLUENCED
Q200577,Q107290639,INFLUENCED
Q5325290,Q116115723,INFLUENCED
Q1412029,Q6128458,INFLUENCED
Q435278,Q949202,INFLUENCED
Q16996377,Q257839,INFLUENCED
Q9191,Q1388233,INFLUENCED
Q510048,Q6141295,INFLUENCED
Q314877,Q135011339,INFLUENCED
Q61745974,Q431128,INFLUENCED
Q924737,Q218170,INFLUENCED
Q12718,Q93996,INFLUENCED
Q58586,Q984492,INFLUENCED
Q212587,Q648619,INFLUENCED
Q143357,Q1620022,INFLUENCED
Q83468,Q131231,INFLUENCED
Q3086924,Q131173195,INFLUENCED
Q215359,Q1165205,INFLUENCED
Q519925,Q3847009,INFLUENCED
Q4568470,Q11994993,INFLUENCED
Q5816,Q4059000,INFLUENCED
Q63531152,Q116115723,INFLUENCED
Q1398,Q909,INFLUENCED
Q189382,Q925481,INFLUENCED
Q25089,Q15079,INFLUENCED
Q296804,Q462109,INFLUENCED
Q3948333,Q16994631,INFLUENCED
Q15777,Q1783709,INFLUENCED
Q6512,Q971585,INFLUENCED
Q1327833,Q7391025,INFLUENCED
Q103949,Q332670,INFLUENCED
Q36268,Q106529,INFLUENCED
Q30914333,Q112662471,INFLUENCED
Q43444,Q245257,INFLUENCED
Q295406,Q438164,INFLUENCED
Q5442224,Q4146041,INFLUENCED
Q519367,Q63340624,INFLUENCED
Q76688,Q15430899,INFLUENCED
Q2331,Q70341504,INFLUENCED
Q264892,Q7189677,INFLUENCED
Q233817,Q154454,INFLUENCED
Q21403486,Q117223202,INFLUENCED
Q1694475,Q7698536,INFLUENCED
Q641423,Q64760429,INFLUENCED
Q4954288,Q109318422,INFLUENCED
Q1133986,Q6233842,INFLUENCED
Q663757,Q3347470,INFLUENCED
Q287514,Q396,INFLUENCED
Q115641930,Q117458965,INFLUENCED
Q177984,Q116812214,INFLUENCED
Q1367152,Q2733436,INFLUENCED
Q130531,Q111669139,INFLUENCED
Q3565676,Q3051972,INFLUENCED
Q9043,Q3942880,INFLUENCED
Q3185838,Q7121606,INFLUENCED
Q540166,Q169566,INFLUENCED
Q5598,Q4579550,INFLUENCED
Q712851,Q1818079,INFLUENCED
Q45970,Q93356,INFLUENCED
Q6776200,Q2580828,INFLUENCED
Q7698536,Q1694475,INFLUENCED
Q154331,Q127330,INFLUENCED
Q385618,Q484255,INFLUENCED
Q5423800,Q1066551,INFLUENCED
Q943853,Q4721520,INFLUENCED
Q303086,Q102250,INFLUENCED
Q171969,Q27727719,INFLUENCED
Q136218,Q22673956,INFLUENCED
Q272591,Q107212684,INFLUENCED
Q246462,Q1438060,INFLUENCED
Q42133786,Q119132674,INFLUENCED
Q991,Q147810,INFLUENCED
Q909,Q5997426,INFLUENCED
Q1426,Q24450982,INFLUENCED
Q5432,Q380052,INFLUENCED
Q58735,Q213736,INFLUENCED
Q126462,Q101638,INFLUENCED
Q491558,Q32947719,INFLUENCED
Q435755,Q18540424,INFLUENCED
Q7260704,Q840410,INFLUENCED
Q758566,Q708659,INFLUENCED
Q275472,Q1391724,INFLUENCED
Q15777,Q319268,INFLUENCED
Q3707571,Q42056878,INFLUENCED
Q42299,Q323228,INFLUENCED
Q18233,Q109647493,INFLUENCED
Q5885,Q118496777,INFLUENCED
Q40856678,Q135319012,INFLUENCED
Q180446,Q64849968,INFLUENCED
Q658288,Q1153825,INFLUENCED
Q23540,Q336803,INFLUENCED
Q186202,Q7192920,INFLUENCED
Q42478,Q6410762,INFLUENCED
Q1174392,Q4757559,INFLUENCED
Q1243368,Q112944143,INFLUENCED
Q173633,Q232439,INFLUENCED
Q272076,Q434494,INFLUENCED
Q293497,Q403744,INFLUENCED
Q219368,Q102046737,INFLUENCED
Q231690,Q136472812,INFLUENCED
Q211029,Q1236696,INFLUENCED
Q467673,Q89063842,INFLUENCED
Q37621,Q35802,INFLUENCED
Q206557,Q1593072,INFLUENCED
Q453218,Q5219062,INFLUENCED
Q938082,Q5259885,INFLUENCED
Q31724277,Q98834404,INFLUENCED
Q2011844,Q30051005,INFLUENCED
Q117669,Q106928056,INFLUENCED
Q34670,Q4770956,INFLUENCED
Q173633,Q1613602,INFLUENCED
Q106519240,Q5214306,INFLUENCED
Q59,Q91440026,INFLUENCED
Q346808,Q314889,INFLUENCED
Q3397651,Q3397600,INFLUENCED
Q894982,Q744415,INFLUENCED
Q2808,Q3637563,INFLUENCED
Q44272,Q14949231,INFLUENCED
Q469439,Q163298,INFLUENCED
Q458336,Q481871,INFLUENCED
Q4538,Q83338,INFLUENCED
Q7264,Q275595,INFLUENCED
Q134661,Q208448,INFLUENCED
Q133318,Q519950,INFLUENCED
Q937,Q726175,INFLUENCED
Q5879,Q380797,INFLUENCED
Q44872,Q77128,INFLUENCED
Q134541,Q107290639,INFLUENCED
Q254041,Q185085,INFLUENCED
Q40096,Q1239933,INFLUENCED
Q1215940,Q1501183,INFLUENCED
Q33550,Q711434,INFLUENCED
Q1350388,Q18576733,INFLUENCED
Q543294,Q16214270,INFLUENCED
Q1142000,Q697571,INFLUENCED
Q50529029,Q39961651,INFLUENCED
Q202155,Q69358316,INFLUENCED
Q219862,Q134798,INFLUENCED
Q465139,Q117353737,INFLUENCED
Q83814,Q157041,INFLUENCED
Q4850939,Q1624110,INFLUENCED
Q188176,Q1686252,INFLUENCED
Q60809,Q18637673,INFLUENCED
Q1653376,Q108037764,INFLUENCED
Q4246634,Q2946502,INFLUENCED
Q40909,Q127417553,INFLUENCED
Q160445,Q3049131,INFLUENCED
Q6527,Q9358,INFLUENCED
Q76327,Q5893298,INFLUENCED
Q41576,Q122236232,INFLUENCED
Q60281,Q1963049,INFLUENCED
Q3524713,Q13011426,INFLUENCED
Q152384,Q128918178,INFLUENCED
Q2072796,Q4799527,INFLUENCED
Q6389620,Q107105846,INFLUENCED
Q2166735,Q4928808,INFLUENCED
Q4055170,Q113005391,INFLUENCED
Q736274,Q99455277,INFLUENCED
Q4128,Q30487,INFLUENCED
Q50077,Q767018,INFLUENCED
Q73035,Q218503,INFLUENCED
Q50918288,Q65962115,INFLUENCED
Q312883,Q28058330,INFLUENCED
Q4980157,Q4951933,INFLUENCED
Q482817,Q108273122,INFLUENCED
Q15063100,Q6538801,INFLUENCED
Q36597640,Q106995039,INFLUENCED
Q504,Q228546,INFLUENCED
Q57317,Q3099856,INFLUENCED
Q846553,Q4412076,INFLUENCED
Q310300,Q19810390,INFLUENCED
Q109871,Q973760,INFLUENCED
Q83158,Q8046804,INFLUENCED
Q210059,Q5082576,INFLUENCED
Q788340,Q22683901,INFLUENCED
Q9089,Q109908071,INFLUENCED
Q826255,Q136334016,INFLUENCED
Q1425111,Q18217098,INFLUENCED
Q504,Q144439,INFLUENCED
Q15972359,Q22234320,INFLUENCED
Q22670,Q1031,INFLUENCED
Q745517,Q190155,INFLUENCED
Q1345582,Q130695362,INFLUENCED
Q685812,Q2055449,INFLUENCED
Q105396680,Q116419647,INFLUENCED
Q952428,Q957024,INFLUENCED
Q38193,Q40826,INFLUENCED
Q212639,Q44272,INFLUENCED
Q211588,Q16864540,INFLUENCED
Q131725,Q3144761,INFLUENCED
Q160456,Q93381274,INFLUENCED
Q1934859,Q190155,INFLUENCED
Q213512,Q5649155,INFLUENCED
Q1318548,Q27087835,INFLUENCED
Q80442,Q870685,INFLUENCED
Q268181,Q6288814,INFLUENCED
Q151803,Q160422,INFLUENCED
Q838062,Q7475431,INFLUENCED
Q2854131,Q1354263,INFLUENCED
Q1398,Q3816,INFLUENCED
Q188176,Q1367996,INFLUENCED
Q2869899,Q2869921,INFLUENCED
Q931471,Q110156519,INFLUENCED
Q3375155,Q10304592,INFLUENCED
Q11924757,Q133500022,INFLUENCED
Q2083578,Q142701,INFLUENCED
Q42748088,Q29044263,INFLUENCED
Q151097,Q62053878,INFLUENCED
Q377881,Q3345546,INFLUENCED
Q1394797,Q17159976,INFLUENCED
Q573484,Q7308175,INFLUENCED
Q4928115,Q1326911,INFLUENCED
Q36107,Q2339308,INFLUENCED
Q597298,Q2785047,INFLUENCED
Q1350622,Q107105846,INFLUENCED
Q6733,Q7344632,INFLUENCED
Q470617,Q3025814,INFLUENCED
Q216723,Q7106073,INFLUENCED
Q202314,Q421794,INFLUENCED
Q5219076,Q6969275,INFLUENCED
Q132984,Q983226,INFLUENCED
Q205667,Q57242076,INFLUENCED
Q265820,Q77466014,INFLUENCED
Q76747,Q85194,INFLUENCED
Q56100669,Q79462785,INFLUENCED
Q42891,Q314650,INFLUENCED
Q442879,Q115362412,INFLUENCED
Q624060,Q13365774,INFLUENCED
Q533441,Q105046757,INFLUENCED
Q9235,Q9358,INFLUENCED
Q41576,Q109381141,INFLUENCED
Q561916,Q5390252,INFLUENCED
Q142701,Q40585,INFLUENCED
Q60070,Q64049,INFLUENCED
Q2106121,Q5609215,INFLUENCED
Q56849443,Q216318,INFLUENCED
Q255,Q1383645,INFLUENCED
Q136441504,Q136521690,INFLUENCED
Q131285,Q534151,INFLUENCED
Q159566,Q28860562,INFLUENCED
Q6775123,Q47005485,INFLUENCED
Q2607173,Q122116097,INFLUENCED
Q7199,Q8773991,INFLUENCED
Q247126,Q285445,INFLUENCED
Q460075,Q132524,INFLUENCED
Q958926,Q119001999,INFLUENCED
Q218960,Q311145,INFLUENCED
Q44972,Q63302200,INFLUENCED
Q7666101,Q5216314,INFLUENCED
Q3200407,Q163298,INFLUENCED
Q170509,Q357108,INFLUENCED
Q19504,Q167475,INFLUENCED
Q153957,Q123423742,INFLUENCED
Q296,Q1366671,INFLUENCED
Q4388663,Q33765,INFLUENCED
Q315417,Q125603,INFLUENCED
Q341364,Q246677,INFLUENCED
Q23215,Q20061746,INFLUENCED
Q449205,Q65570703,INFLUENCED
Q170509,Q510320,INFLUENCED
Q30755,Q559281,INFLUENCED
Q2407,Q51885456,INFLUENCED
Q3749980,Q135447670,INFLUENCED
Q859,Q434346,INFLUENCED
Q25451884,Q123262907,INFLUENCED
Q128126,Q59532287,INFLUENCED
Q772840,Q1819006,INFLUENCED
Q30449,Q10294022,INFLUENCED
Q206939,Q740434,INFLUENCED
Q1345099,Q714,INFLUENCED
Q327340,Q134393110,INFLUENCED
Q60025,Q311687,INFLUENCED
Q219572,Q6688295,INFLUENCED
Q235077,Q502957,INFLUENCED
Q272610,Q1400707,INFLUENCED
Q132984,Q1253264,INFLUENCED
Q765243,Q190155,INFLUENCED
Q971382,Q100948,INFLUENCED
Q9358,Q151164,INFLUENCED
Q25463343,Q47361527,INFLUENCED
Q547438,Q217025,INFLUENCED
Q138850,Q61078,INFLUENCED
Q4382786,Q172911,INFLUENCED
Q486688,Q47500365,INFLUENCED
Q1143521,Q4916080,INFLUENCED
Q350704,Q102104720,INFLUENCED
Q84233,Q194219,INFLUENCED
Q491558,Q1952218,INFLUENCED
Q967032,Q135286600,INFLUENCED
Q148285,Q274239,INFLUENCED
Q65644,Q1386165,INFLUENCED
Q153739,Q5308687,INFLUENCED
Q5597,Q65600643,INFLUENCED
Q373036,Q2093915,INFLUENCED
Q317040,Q20562316,INFLUENCED
Q407535,Q106049353,INFLUENCED
Q677274,Q19824579,INFLUENCED
Q123382,Q957553,INFLUENCED
Q5589,Q64745696,INFLUENCED
Q5482749,Q57520045,INFLUENCED
Q184138,Q654338,INFLUENCED
Q127548,Q47482420,INFLUENCED
Q707498,Q12407312,INFLUENCED
Q6527,Q9312,INFLUENCED
Q355213,Q41264,INFLUENCED
Q345569,Q23806392,INFLUENCED
Q5592,Q1348290,INFLUENCED
Q8814,Q87940,INFLUENCED
Q993285,Q62565443,INFLUENCED
Q281411,Q1937177,INFLUENCED
Q558397,Q60242786,INFLUENCED
Q205721,Q113336396,INFLUENCED
Q289441,Q7192839,INFLUENCED
Q525713,Q5075179,INFLUENCED
Q327625,Q260670,INFLUENCED
Q470422,Q3592363,INFLUENCED
Q4974413,Q117477511,INFLUENCED
Q27942292,Q295999,INFLUENCED
Q49081,Q1252408,INFLUENCED
Q2059586,Q55831802,INFLUENCED
Q189635,Q231259,INFLUENCED
Q458336,Q255339,INFLUENCED
Q184814,Q4428845,INFLUENCED
Q818041,Q714,INFLUENCED
Q4795180,Q5600327,INFLUENCED
Q219528,Q2481838,INFLUENCED
Q178709,Q57112,INFLUENCED
Q38193,Q311145,INFLUENCED
Q12385352,Q109331079,INFLUENCED
Q982015,Q243267,INFLUENCED
Q39837,Q52713065,INFLUENCED
Q109260,Q2470594,INFLUENCED
Q1065418,Q21066977,INFLUENCED
Q9049,Q212730,INFLUENCED
Q187520,Q176909,INFLUENCED
Q671359,Q7231470,INFLUENCED
Q111512468,Q123503938,INFLUENCED
Q59,Q3068804,INFLUENCED
Q6209385,Q7241989,INFLUENCED
Q204693,Q30110326,INFLUENCED
Q266016,Q15647092,INFLUENCED
Q450675,Q1130703,INFLUENCED
Q483407,Q120098022,INFLUENCED
Q84238,Q11645938,INFLUENCED
Q7999,Q92190486,INFLUENCED
Q1110560,Q578416,INFLUENCED
Q2306,Q40585,INFLUENCED
Q127398,Q465763,INFLUENCED
Q332032,Q482907,INFLUENCED
Q34424,Q145514,INFLUENCED
Q439856,Q16210782,INFLUENCED
Q519282,Q29056844,INFLUENCED
Q1368307,Q500999,INFLUENCED
Q44190,Q3349220,INFLUENCED
Q703704,Q10375249,INFLUENCED
Q5608,Q1354843,INFLUENCED
Q8201990,Q21036671,INFLUENCED
Q12807,Q29652756,INFLUENCED
Q171976,Q4428077,INFLUENCED
Q132524,Q193635,INFLUENCED
Q83338,Q218503,INFLUENCED
Q296804,Q977176,INFLUENCED
Q182847,Q117088381,INFLUENCED
Q11985165,Q2370616,INFLUENCED
Q3515741,Q15876168,INFLUENCED
Q899341,Q89063842,INFLUENCED
Q79904,Q24283260,INFLUENCED
Q105622678,Q130331767,INFLUENCED
Q11649,Q74445376,INFLUENCED
Q43347,Q308269,INFLUENCED
Q230291,Q307613,INFLUENCED
Q525269,Q71722444,INFLUENCED
Q272167,Q41343,INFLUENCED
Q124837840,Q125420632,INFLUENCED
Q1282674,Q940536,INFLUENCED
Q61975,Q76691,INFLUENCED
Q132524,Q1235503,INFLUENCED
Q1166726,Q4998143,INFLUENCED
Q2909597,Q117278629,INFLUENCED
Q183167,Q128560,INFLUENCED
Q702525,Q3273469,INFLUENCED
Q9235,Q983724,INFLUENCED
Q16414,Q125391991,INFLUENCED
Q41076,Q51169,INFLUENCED
Q36322,Q355438,INFLUENCED
Q260802,Q6131573,INFLUENCED
Q346285,Q29056844,INFLUENCED
Q93341,Q2898115,INFLUENCED
Q7412735,Q20707564,INFLUENCED
Q232462,Q130742,INFLUENCED
Q40461,Q4838724,INFLUENCED
Q60964276,Q56318631,INFLUENCED
Q312434,Q47482420,INFLUENCED
Q38193,Q282280,INFLUENCED
Q3139352,Q201416,INFLUENCED
Q11182116,Q135356813,INFLUENCED
Q34661,Q131705458,INFLUENCED
Q332470,Q9068,INFLUENCED
Q2300681,Q1777698,INFLUENCED
Q5593,Q151152,INFLUENCED
Q505072,Q550602,INFLUENCED
Q9441,Q55771,INFLUENCED
Q716088,Q55724140,INFLUENCED
Q125089,Q122207103,INFLUENCED
Q45354,Q27999365,INFLUENCED
Q15777,Q25462748,INFLUENCED
Q19057,Q313627,INFLUENCED
Q188569,Q93343,INFLUENCED
Q601447,Q130596621,INFLUENCED
Q76420,Q216809,INFLUENCED
Q2356772,Q1523459,INFLUENCED
Q860129,Q104161389,INFLUENCED
Q28974,Q837141,INFLUENCED
Q151803,Q3434319,INFLUENCED
Q337040,Q102454,INFLUENCED
Q48305,Q43353,INFLUENCED
Q202930,Q1708591,INFLUENCED
Q2710419,Q23905341,INFLUENCED
Q798671,Q3179668,INFLUENCED
Q189382,Q5659477,INFLUENCED
Q134233,Q15042553,INFLUENCED
Q1358175,Q18852,INFLUENCED
Q42482,Q916973,INFLUENCED
Q5878,Q967640,INFLUENCED
Q28974,Q7382487,INFLUENCED
Q560787,Q1065418,INFLUENCED
Q8811,Q132262426,INFLUENCED
Q44272,Q495875,INFLUENCED
Q77148,Q438839,INFLUENCED
Q187336,Q3745352,INFLUENCED
Q1230505,Q22108486,INFLUENCED
Q569505,Q7612290,INFLUENCED
Q23470973,Q21573343,INFLUENCED
Q9312,Q76356,INFLUENCED
Q2370,Q1138939,INFLUENCED
Q42156,Q484141,INFLUENCED
Q4270,Q135011339,INFLUENCED
Q2261372,Q2501324,INFLUENCED
Q1128456,Q17081177,INFLUENCED
Q458135,Q101184473,INFLUENCED
Q10334892,Q24950797,INFLUENCED
Q569003,Q118645211,INFLUENCED
Q7186,Q16224115,INFLUENCED
Q2811247,Q15042553,INFLUENCED
Q36137,Q118496925,INFLUENCED
Q2642826,Q1611548,INFLUENCED
Q699319,Q106390539,INFLUENCED
Q3595152,Q136703,INFLUENCED
Q2958616,Q5076237,INFLUENCED
Q49347,Q6662669,INFLUENCED
Q1484216,Q19984797,INFLUENCED
Q5144628,Q17626959,INFLUENCED
Q15777,Q3026464,INFLUENCED
Q5879,Q47484,INFLUENCED
Q122898,Q56285567,INFLUENCED
Q654493,Q133040497,INFLUENCED
Q1443058,Q41572664,INFLUENCED
Q5593,Q52555609,INFLUENCED
Q15429553,Q83780524,INFLUENCED
Q364456,Q184226,INFLUENCED
Q713835,Q64759499,INFLUENCED
Q276258,Q21456698,INFLUENCED
Q4299894,Q131378963,INFLUENCED
Q449,Q3870139,INFLUENCED
Q209921,Q1617178,INFLUENCED
Q532375,Q5052553,INFLUENCED
Q868,Q2332520,INFLUENCED
Q12043189,Q21130532,INFLUENCED
Q44122,Q3270545,INFLUENCED
Q172684,Q438839,INFLUENCED
Q265309,Q117005441,INFLUENCED
Q691605,Q82545,INFLUENCED
Q123004415,Q135069909,INFLUENCED
Q297816,Q114102180,INFLUENCED
Q991,Q187019,INFLUENCED
Q9061,Q212639,INFLUENCED
Q310400,Q7023356,INFLUENCED
Q1858590,Q10564133,INFLUENCED
Q33760,Q20724,INFLUENCED
Q13553235,Q10816714,INFLUENCED
Q3577704,Q3128088,INFLUENCED
Q132537,Q1385071,INFLUENCED
Q18637166,Q17068342,INFLUENCED
Q1315839,Q6378225,INFLUENCED
Q860654,Q1118153,INFLUENCED
Q623904,Q19767744,INFLUENCED
Q60066,Q53807254,INFLUENCED
Q1052139,Q818377,INFLUENCED
Q16194992,Q118152857,INFLUENCED
Q23434,Q721753,INFLUENCED
Q5721635,Q5238302,INFLUENCED
Q380241,Q484141,INFLUENCED
Q1246324,Q188929,INFLUENCED
Q218960,Q7243,INFLUENCED
Q60025,Q2439239,INFLUENCED
Q7542,Q1155385,INFLUENCED
Q41576,Q121836521,INFLUENCED
Q11649,Q123698386,INFLUENCED
Q118496856,Q118496837,INFLUENCED
Q34166,Q76331679,INFLUENCED
Q9047,Q20724,INFLUENCED
Q504473,Q2128461,INFLUENCED
Q43718,Q5685,INFLUENCED
Q7380095,Q7389283,INFLUENCED
Q2306,Q5383,INFLUENCED
Q1627897,Q215022,INFLUENCED
Q2719051,Q4164547,INFLUENCED
Q320973,Q1239933,INFLUENCED
Q716242,Q197461,INFLUENCED
Q1351481,Q123687737,INFLUENCED
Q251,Q259138,INFLUENCED
Q2926829,Q122928955,INFLUENCED
Q11036,Q10280325,INFLUENCED
Q47739,Q181659,INFLUENCED
Q261,Q132851310,INFLUENCED
Q454321,Q2975722,INFLUENCED
Q8018,Q1290,INFLUENCED
Q134395746,Q135012631,INFLUENCED
Q11930,Q116857704,INFLUENCED
Q38592,Q2479183,INFLUENCED
Q8018904,Q16146870,INFLUENCED
Q916364,Q931385,INFLUENCED
Q30767,Q113624690,INFLUENCED
Q868,Q3547989,INFLUENCED
Q2493437,Q15990566,INFLUENCED
Q1253264,Q3650716,INFLUENCED
Q184169,Q64861278,INFLUENCED
Q598185,Q19878055,INFLUENCED
Q2422003,Q15874380,INFLUENCED
Q3398205,Q11928778,INFLUENCED
Q2331,Q4299,INFLUENCED
Q42458,Q868,INFLUENCED
Q51547,Q28028,INFLUENCED
Q352465,Q6004524,INFLUENCED
Q314771,Q97880982,INFLUENCED
Q339906,Q3098078,INFLUENCED
Q214990,Q106928114,INFLUENCED
Q534656,Q2833939,INFLUENCED
Q329141,Q551894,INFLUENCED
Q178709,Q334147,INFLUENCED
Q505010,Q5664089,INFLUENCED
Q6216,Q505605,INFLUENCED
Q1341009,Q17025594,INFLUENCED
Q153034,Q17159976,INFLUENCED
Q33240,Q1422201,INFLUENCED
Q313540,Q1740191,INFLUENCED
Q1339,Q57286,INFLUENCED
Q7077012,Q6179261,INFLUENCED
Q41576,Q106049629,INFLUENCED
Q215461,Q5504879,INFLUENCED
Q676555,Q122416712,INFLUENCED
Q193589,Q189597,INFLUENCED
Q508420,Q100311806,INFLUENCED
Q550629,Q4245051,INFLUENCED
Q83158,Q167475,INFLUENCED
Q634967,Q4778688,INFLUENCED
Q37227,Q51160183,INFLUENCED
Q484141,Q108480658,INFLUENCED
Q5686,Q25161,INFLUENCED
Q49575,Q312434,INFLUENCED
Q80137,Q187019,INFLUENCED
Q156567,Q5393886,INFLUENCED
Q732089,Q154755,INFLUENCED
Q22001324,Q115702442,INFLUENCED
Q1388244,Q124332896,INFLUENCED
Q1483469,Q102104720,INFLUENCED
Q78484,Q1464110,INFLUENCED
Q5592,Q124292851,INFLUENCED
Q593741,Q70235526,INFLUENCED
Q178348,Q118152747,INFLUENCED
Q52985,Q1937177,INFLUENCED
